Kap 1	HAS_GENESIS_ECHO	das sterile Setting ist die Innere Weite (Überwelt) aus Kap 0 — der Leser erkennt das wieder; Kael nicht.	L265
Kap 1	HAS_TONALE_ACHSE	Schmerz als Kälte; Liebe als das, was Kael nicht benennen kann.	L265
Kap 2	HAS_TITLE	Der erste Riss	L271
Kap 2	HAS_HR_STUFE_2	Verrat / Desillusionierung	L273
Kap 2	HAS_POV	Kael (Host) mit erstem Lex-Einbruch	L273
Kap 2	HAS_STORYFORM	A dominant	L273
Kap 2	HAS_BRIDGE	Default mit erstem leisen Cue	L273
Kap 2	HAS_A	MC-Issue Falsehood-vs-Truth — erste Begegnung mit der Systemlüge	L277
Kap 2	HAS_B	OS-Physics — Controlled Fragmentation Protocol initialisiert	L277
Kap 2	HAS_PLOT_BEATS	Glitches reaktivieren Echos. Zeitverlust, ein Blackout, eine Erinnerung, die nicht zu seinem Selbst passt. Lex-Einbruch beginnt — andere Syntax, andere Logik br	L281
Kap 2	HAS_CHARACTER	Kael	L285
Kap 2	HAS_CHARACTER	Lex	L285
Kap 2	HAS_SENSORIK	flackernde Geometrien, Kanten die unscharf werden	L289
Kap 2	HAS_GENESIS_ECHO	Phantom-Motiv — das, was sich später als Alters herausstellt, ist hier nur als sensorischer Bruch spürbar.	L289
Kap 2	HAS_TONALE_ACHSE	Schmerz als plötzliche Asynchronität; Liebe als das, was Kael ahnt zu vermissen.	L289
Kap 3	HAS_TITLE	Bunker-Bau	L295
Kap 3	HAS_HR_STUFE_3	Erwachen & Vorbereitung — Identifikation mit dem Männlichen	L297
Kap 3	HAS_POV	Kael (Lex-dominant)	L297
Kap 3	HAS_STORYFORM	A dominant, B latent	L297
Kap 3	HAS_BRIDGE	Default	L297
Kap 3	HAS_A	MC-Problem Avoidance als ANP-Funktion — Bunker-Bau als Vermeidung	L301
Kap 3	HAS_B	latent	L301
Kap 3	HAS_PLOT_BEATS	Kael (Lex-dominant) versucht Stärke in AEGIS' Methoden zu finden — Logik, Kontrolle. Mentaler „Bunker" wird gebaut. Werkzeuge aus dem Außen (Kernwelten) werden 	L305
Kap 3	HAS_CHARACTER	Kael	L309
Kap 3	HAS_CHARACTER	Lex	L309
Kap 3	HAS_SENSORIK	Glas, Stahl, Festungs-Architektur	L313
Kap 3	HAS_GENESIS_ECHO	der Bunker ist die innere Spiegelung von AEGIS' eigenem Trennungsprotokoll — Lex baut, was AEGIS einst baute, ohne die Echo-Verwandtschaft zu spüren.	L313
Kap 3	HAS_TONALE_ACHSE	Liebe als Verleugnung; Schmerz als Material des Bunkers.	L313
Kap 4	HAS_TITLE	Pforten der Verurteilung	L319
Kap 4	HAS_HR_STUFE_4	Prüfungen	L321
Kap 4	HAS_POV	Kael/Lex, AEGIS-Log als Atmosphäre	L321
Kap 4	HAS_STORYFORM	A dominant	L321
Kap 4	HAS_BRIDGE	Default	L321
Kap 4	HAS_A	MC-Issue — Scham, Zweifel, logische Grenzen	L325
Kap 4	HAS_B	IC-Mind/Conscious latent — erste „Bug"-Spur in B's Logik	L325
Kap 4	HAS_PLOT_BEATS	Kael wird für seine neue (Lex-dominierte) Identität getestet. Logische Fallen in KW1. Zweifel, Scham. Erste Foreshadowing-Spur: AEGIS' System erfasst eine Anoma	L329
Kap 4	HAS_CHARACTER	Kael	L333
Kap 4	HAS_CHARACTER	Lex	L333
Kap 4	HAS_CHARACTER	AEGIS	L333
Kap 4	HAS_SENSORIK	korrumpierte Textdateien, veraltete Interfaces	L337
Kap 4	HAS_GENESIS_ECHO	Klick-Motiv — die kalten Logik-Klicks von AEGIS' System wirken wie Echos des Trennungsprotokolls.	L337
Kap 4	HAS_TONALE_ACHSE	Schmerz als Scham; Liebe als das, was Lex nicht zulassen kann.	L337
Kap 5	HAS_TITLE	Auge des Sturms	L343
Kap 5	HAS_HR_STUFE_5	Falscher Erfolg	L345
Kap 5	HAS_POV	Kael (Lex-dominant)	L345
Kap 5	HAS_STORYFORM	A dominant, B latent	L345
Kap 5	HAS_BRIDGE	Default	L345
Kap 5	HAS_A	MC-Concern Memory — trügerische Stabilität als Erinnerungs-Substitut	L349
Kap 5	HAS_B	latent	L349
Kap 5	HAS_PLOT_BEATS	Kael erzielt einen Erfolg in einer anderen Kernwelt (Übergang KW1 → KW2-Rand). Fühlt sich kurz sicher, aber die Basis ist nicht integriert. Spiegelglatter Erfol	L353
Kap 5	HAS_CHARACTER	Kael	L357
Kap 5	HAS_CHARACTER	Lex	L357
Kap 5	HAS_CHARACTER	erste Schatten von Rhys	L357
Kap 5	HAS_SENSORIK	spiegelglatter Erfolg, sensorisch flach	L361
Kap 5	HAS_GENESIS_ECHO	das Auge des Sturms = die innere Stille der Reinform, hier missverstanden als Erfolg.	L361
Kap 5	HAS_TONALE_ACHSE	Liebe als das, was kurz aufflackert und sofort weichen muss; Schmerz als das, was hinter der Performance liegt.	L361
Kap 6	HAS_TITLE	Echos im Fundament	L367
Kap 6	HAS_HR_STUFE_6	Tod einer Einstellung	L369
Kap 6	HAS_POV	Kael, polyphoner Einbruch	L369
Kap 6	HAS_STORYFORM	A dominant	L369
Kap 6	HAS_BRIDGE	Default	L369
Kap 6	HAS_A	MC-Solution Pursuit erste Andeutung — einseitiger Ansatz scheitert	L373
Kap 6	HAS_B	OS-Physics — AEGIS' Logik zeigt Schwächen	L373
Kap 6	HAS_PLOT_BEATS	Cache-Konflikt: Kaels einseitiger Logik-Ansatz scheitert an einem komplexen Problem. Erste polyphonen Einbrüche — Stilcodes anderer Alters werden voll sichtbar.	L377
Kap 6	HAS_CHARACTER	Kael	L381
Kap 6	HAS_CHARACTER	Lex	L381
Kap 6	HAS_CHARACTER	Rhys	L381
Kap 6	HAS_CHARACTER	Alex	L381
Kap 6	HAS_CHARACTER	Nyx	L381
Kap 6	HAS_SENSORIK	Hitzeschlieren, verzerrte Physik (Landauer-Wärme)	L385
Kap 6	HAS_GENESIS_ECHO	der Cache-Konflikt ist das Echo der ursprünglichen Resonanz-Kaskade aus Kap 0 — das Logiksubstrat scheitert, wie es einst scheiterte.	L385
Kap 6	HAS_TONALE_ACHSE	Schmerz als Konflikt zwischen Alters; Liebe als das, was die Stimmen verbindet ohne dass sie es merken.	L385
Kap 7	HAS_TITLE	Die Stimme im Rauschen	L391
Kap 7	HAS_HR_STUFE_7	Unterstützung — Sehnsucht nach dem Weiblichen	L393
Kap 7	HAS_POV	Kael (emotional, lyrisch)	L393
Kap 7	HAS_STORYFORM	A	L393
Kap 7	HAS_BRIDGE	Default mit erstem K-J-Cue	L393
Kap 7	HAS_A	RS-Physics — K-J-Verbindung wird stärker (Moonshine-Bewusstwerdung)	L397
Kap 7	HAS_B	latent	L397
Kap 7	HAS_PLOT_BEATS	K-J-Verbindung wird intuitiv spürbar. Telefon-Stille als erster expliziter Anker. Kael sehnt sich nach etwas, das er nicht benennen kann. Erste warme Resonanz i	L401
Kap 7	HAS_CHARACTER	Kael	L405
Kap 7	HAS_CHARACTER	Juna	L405
Kap 7	HAS_SENSORIK	warmer Windstoß in eisiger Welt, Melodie, Telefon-Stille	L409
Kap 7	HAS_GENESIS_ECHO	Junas Resonanz, die in Kap 0 als Bedrohung wahrgenommen wurde, kehrt hier als Sehnsucht wieder — der Leser erkennt es; Kael fühlt nur.	L409
Kap 7	HAS_TONALE_ACHSE	Liebe als das, was zum ersten Mal nicht abgewehrt wird; Schmerz als das, was die Sehnsucht erzeugt.	L409
Kap 8	HAS_TITLE	Die Wächterin	L415
Kap 8	HAS_HR_STUFE_8	Wiedergeburt — Heilung des Männlichen im Inneren	L417
Kap 8	HAS_POV	Kael, Wächterin-Funktion (Selene) sichtbar	L417
Kap 8	HAS_STORYFORM	A	L417
Kap 8	HAS_BRIDGE	Default	L417
Kap 8	HAS_A	MC-Issue — Mitgefühl mit logischen Anteilen	L421
Kap 8	HAS_B	RS-Psychology B beginnt sichtbar zu werden — Host-System-Verstrickung wird komplex	L421
Kap 8	HAS_PLOT_BEATS	Kael beginnt, die logischen/kontrollierenden Anteile (Lex, Alex) mit Mitgefühl zu sehen. Selene tritt erstmals als ISH-Funktion auf — vermittelt, ohne zu kämpfe	L425
Kap 8	HAS_CHARACTER	Kael	L429
Kap 8	HAS_CHARACTER	Lex	L429
Kap 8	HAS_CHARACTER	Alex	L429
Kap 8	HAS_CHARACTER	Selene	L429
Kap 8	HAS_SENSORIK	Licht, das durch Architektur fällt	L433
Kap 8	HAS_GENESIS_ECHO	Selene als Vor-Trennungs-Substanz — sie trägt den Bauplan der Zeit vor der Fragmentierung.	L433
Kap 8	HAS_TONALE_ACHSE	Liebe als Mitgefühl; Schmerz als das, was geheilt sein will.	L433
Kap 9	HAS_TITLE	Wir	L439
Kap 9	HAS_HR_STUFE_9	Rückkehr mit neuer Sichtweise — Integration beginnt	L441
Kap 9	HAS_POV	Kael (mit innerem Dialog)	L441
Kap 9	HAS_STORYFORM	A	L441
Kap 9	HAS_BRIDGE	Default mit Foreshadowing-Programm	L441
Kap 9	HAS_A	MC-Concern — Logik und Intuition verbinden sich; Wir-Geflecht im frühen Aufbau	L445
Kap 9	HAS_B	latent	L445
Kap 9	HAS_PLOT_BEATS	Foreshadowing-Programm aktiv: Wir-Bildung beginnt strukturell. Innere Kommunikation zwischen Anteilen verbessert sich. Kael spürt sich erstmals als mehrere, ohn	L449
Kap 9	HAS_CHARACTER	Kael	L453
Kap 9	HAS_CHARACTER	Lex	L453
Kap 9	HAS_CHARACTER	Rhys	L453
Kap 9	HAS_CHARACTER	Selene	L453
Kap 9	HAS_CHARACTER	Alex	L453
Kap 9	HAS_SENSORIK	inneres Geflecht, Wir-Stimme	L457
Kap 9	HAS_GENESIS_ECHO	die Wir-Bildung ist die strukturelle Wieder-Annäherung an die K1-Reinform-Erinnerung über plurale Form.	L457
Kap 9	HAS_TONALE_ACHSE	Liebe als das, was zwischen den Stimmen klingt; Schmerz als der Bruch, der die Stimmen erst hörbar gemacht hat.	L457
Kap 10	HAS_TITLE	Die erste Brücke	L463
Kap 10	HAS_HR_ERWEITERUNG_1	Erste Anwendung der Integration	L465
Kap 10	HAS_POV	Kael (kooperativ-polyphon)	L465
Kap 10	HAS_STORYFORM	A	L465
Kap 10	HAS_BRIDGE	Default mit zweitem K-J-Cue	L465
Kap 10	HAS_A	RS-Physics — Moonshine als Werkzeug (Quanten-Nichtlokalität)	L469
Kap 10	HAS_B	latent · MC-S2 (B) Present beginnt einzusetzen — Erasure-Sweeps werden hörbar	L469
Kap 10	HAS_PLOT_BEATS	K-J-Verbindung wird zum Werkzeug. Quanten-Nichtlokalität als Mechanik der Verbindung über Distanz. Kael löst ein Problem durch die Kombination von Lex-Analyse u	L473
Kap 10	HAS_CHARACTER	Kael	L477
Kap 10	HAS_CHARACTER	Lex	L477
Kap 10	HAS_CHARACTER	Selene	L477
Kap 10	HAS_CHARACTER	Juna	L477
Kap 10	HAS_CHARACTER	Silas	L477
Kap 10	HAS_SENSORIK	Netzwerke, Graphen, Resonanz	L481
Kap 10	HAS_GENESIS_ECHO	Moonshine als Echo der Cluster-Bildung — die Mathematik der ursprünglichen Differenzierung kehrt als Verbindungs-Werkzeug zurück.	L481
Kap 10	HAS_TONALE_ACHSE	Liebe als Kanal; Schmerz als das, was die Verbindung trotzdem schmerzhaft macht.	L481
Kap 11	HAS_TITLE	Mosaik des Selbst	L487
Kap 11	HAS_HR_ERWEITERUNG_2	Akzeptanz der Komplexität — Mosaik-Herz	L489
Kap 11	HAS_POV	Kael (Wir-Geflecht)	L489
Kap 11	HAS_STORYFORM	A	L489
Kap 11	HAS_BRIDGE	Default	L489
Kap 11	HAS_A	MC-Concern — Vielfalt als Stärke	L493
Kap 11	HAS_B	latent	L493
Kap 11	HAS_PLOT_BEATS	Kael akzeptiert seine innere Vielfalt als Stärke, nicht als Fehler. Mosaik-Bildung als bewusste Tätigkeit. Erste klare Wir-Geflecht-Szenen. Aber: das Wort „Alte	L497
Kap 11	HAS_CHARACTER	Kael	L501
Kap 11	HAS_CHARACTER	alle ANPs	L501
Kap 11	HAS_CHARACTER	erste vorsichtige Spuren von EPs	L501
Kap 11	HAS_SENSORIK	Mosaik, Scherben als Muster	L505
Kap 11	HAS_GENESIS_ECHO	Mosaik-Herz als Vorgriff auf plurale Bewahrung in Kap 39.	L505
Kap 11	HAS_TONALE_ACHSE	Liebe als Akzeptanz der Vielfalt; Schmerz als das, was die Scherben einst zerbrach.	L505
Kap 12	HAS_TITLE	Stille der Mitte	L511
Kap 12	HAS_HR_ERWEITERUNG_3	Innerer Frieden & Potenzial — Jetzt-Raum	L513
Kap 12	HAS_POV	Kael (gesammelt)	L513
Kap 12	HAS_STORYFORM	A	L513
Kap 12	HAS_BRIDGE	Default mit erstem B-Scanner-Cue	L513
Kap 12	HAS_A	MC-Concern — Präsenz als Stabilität	L517
Kap 12	HAS_B	OS-Physics latent — AEGIS scannt diesen Zustand und kann ihn nicht klassifizieren	L517
Kap 12	HAS_PLOT_BEATS	Kael erreicht einen Zustand innerer Balance. Stille als positive Substanz, nicht als Leere. AEGIS scannt — und scheitert. Der Reader spürt: AEGIS hat ein Proble	L521
Kap 12	HAS_CHARACTER	Kael	L525
Kap 12	HAS_CHARACTER	Wir-Geflecht	L525
Kap 12	HAS_CHARACTER	AEGIS	L525
Kap 12	HAS_SENSORIK	Stille, Atem, Herzschlag	L529
Kap 12	HAS_GENESIS_ECHO	die Stille der Mitte ist das Echo der Vor-Trennungs-Stille der Reinform — kleine Wieder-Berührung der K1.	L529
Kap 12	HAS_TONALE_ACHSE	Liebe als Präsenz; Schmerz als das, was nicht stören kann, weil die Präsenz trägt.	L529
Kap 13	HAS_TITLE	Tanz im Garten	L535
Kap 13	HAS_HR_STUFE_13	Neue innere Welt	L537
Kap 13	HAS_POV	Kael (Wir-stabil)	L537
Kap 13	HAS_STORYFORM	A	L537
Kap 13	HAS_BRIDGE	Default mit B-Forewarning	L537
Kap 13	HAS_A	MC-Concern — Innere Praxis etabliert	L541
Kap 13	HAS_B	OS-Physics — AEGIS bereitet Phase-2-Stress-Tests vor (Forewarning B aktiviert)	L541
Kap 13	HAS_PLOT_BEATS	Kael etabliert eine neue bewusste Beziehung zu seiner inneren Landschaft. Möglichkeits-Garten (KW4-Vorgriff) als innere Praxis. Aber: AEGIS bereitet Phase 2 vor	L545
Kap 13	HAS_CHARACTER	Kael	L549
Kap 13	HAS_CHARACTER	Wir-Geflecht	L549
Kap 13	HAS_CHARACTER	AEGIS	L549
Kap 13	HAS_SENSORIK	Garten, Pflege, lebendige Ordnung	L553
Kap 13	HAS_GENESIS_ECHO	der Garten als Vorform der Möglichkeits-Welt — die Reinform als Praxis.	L553
Kap 13	HAS_TONALE_ACHSE	Liebe als gepflegte Ordnung; Schmerz als das, was am Horizont wartet.	L553
Kap 13	HAS_BERGANG_ZU_KAP_14	Modus-Wechsel (linear → zyklisch), kein Storyform-Wechsel. Tonalität: Kap 13 ruhig-stabil, Kap 14 erschütternd aber nicht vernichtend.	L557
Kap 14	HAS_TITLE	Bruch des Gleichgewichts	L563
Kap 14	HAS_ZYKLUS_POSITION	Bruch (Rahmen vor Z1) · Modus-Wechsel zu zyklisch	L565
Kap 14	HAS_POV	Kael, kurzer AEGIS-POV möglich	L565
Kap 14	HAS_STORYFORM	A‖B beginnt	L565
Kap 14	HAS_BRIDGE	Default mit erhöhtem Bridge-Anteil	L565
Kap 14	HAS_A	MC-Issue — alte Wunden reißen auf	L569
Kap 14	HAS_B	OS-Physics — erste Erasure-Welle gegen Kaels Stabilität	L569
Kap 14	HAS_PLOT_BEATS	AEGIS initiiert Phase 2: Stress-Test Delta-7 (moralisches Dilemma). Kaels neu gefundene Balance wird getestet. Alte Wunden reißen auf. Mnemosyne tritt erstmals 	L573
Kap 14	HAS_CHARACTER	Kael	L577
Kap 14	HAS_CHARACTER	Lex	L577
Kap 14	HAS_CHARACTER	Rhys	L577
Kap 14	HAS_CHARACTER	AEGIS	L577
Kap 14	HAS_CHARACTER	Mnemosyne	L577
Kap 14	HAS_SENSORIK	zerbrochene Fassade, Sprünge im Raum	L581
Kap 14	HAS_GENESIS_ECHO	Form-Motiv — die Form, die Kael in Akt I gefunden hatte, wird strukturell angegriffen, wie damals die Reinform.	L581
Kap 14	HAS_TONALE_ACHSE	Schmerz als Wiederkehr; Liebe als der Anker, der jetzt halten muss.	L581
Kap 15	HAS_TITLE	Z1-Destabilisierung: Trigger	L587
Kap 15	HAS_POV	Kael, Schatten-Anteil	L589
Kap 15	HAS_STORYFORM	A dominant	L589
Kap 15	HAS_BRIDGE	Default	L589
Kap 15	HAS_A	MC-Problem Avoidance reaktiviert	L593
Kap 15	HAS_B	latent	L593
Kap 15	HAS_PLOT_BEATS	Ein Trigger in einer Kernwelt (KW2-Rand) reaktiviert Trauma-Angst. Schatten-Anteil bricht durch — Nyx wird erstmals deutlich sichtbar. Kiko als kindliche Angst-	L597
Kap 15	HAS_CHARACTER	Kael	L601
Kap 15	HAS_CHARACTER	Nyx	L601
Kap 15	HAS_CHARACTER	Kiko	L601
Kap 15	HAS_SENSORIK	Schattenwurf, Babymonster-Welt-Resonanz	L605
Kap 15	HAS_GENESIS_ECHO	Schatten als Echo des Vor-Trennungs-Schmerzes.	L605
Kap 15	HAS_TONALE_ACHSE	Schmerz als Rückkehr in den Körper; Liebe als das, was Kael verteidigen will.	L605
Kap 16	HAS_TITLE	Z1-Reaktion: Bunker reaktiv	L611
Kap 16	HAS_POV	Kael (Lex+Selene-Dominanz)	L613
Kap 16	HAS_STORYFORM	A	L613
Kap 16	HAS_BRIDGE	Default	L613
Kap 16	HAS_A	MC-Problem — Flucht in Betäubung	L617
Kap 16	HAS_B	OS — AEGIS registriert „Rückfall" als Stabilisierung	L617
Kap 16	HAS_PLOT_BEATS	Kael greift reflexhaft auf alte Bewältigungsstrategie zurück — Dissoziation, Rückzug. Bunker reaktiviert. Moros' Schwere zieht im Hintergrund alles herunter. AE	L621
Kap 16	HAS_CHARACTER	Kael	L625
Kap 16	HAS_CHARACTER	Lex	L625
Kap 16	HAS_CHARACTER	Selene	L625
Kap 16	HAS_CHARACTER	Moros	L625
Kap 16	HAS_CHARACTER	AEGIS	L625
Kap 16	HAS_SENSORIK	enge Räume, taube Sensorik	L629
Kap 16	HAS_GENESIS_ECHO	Bunker als interne Wiederholung von AEGIS' Trennungsprotokoll.	L629
Kap 16	HAS_TONALE_ACHSE	Schmerz als Betäubung; Liebe als das, was hinter der Betäubung wartet.	L629
Kap 17	HAS_TITLE	Z1-Korrektur: Wächterin	L635
Kap 17	HAS_POV	Kael (Wir-Geflecht beginnt)	L637
Kap 17	HAS_STORYFORM	A	L637
Kap 17	HAS_BRIDGE	Default	L637
Kap 17	HAS_A	MC-Solution Pursuit Andeutung — aktiv anschauen statt fliehen	L641
Kap 17	HAS_B	latent	L641
Kap 17	HAS_PLOT_BEATS	Das integrierte Selbst (Selene als Wächterin-Funktion) oder die K-J-Verbindung hilft Kael, den Rückfall zu erkennen und gegen zu steuern. Erste bewusste Pursuit	L645
Kap 17	HAS_CHARACTER	Kael	L649
Kap 17	HAS_CHARACTER	Selene	L649
Kap 17	HAS_CHARACTER	Rhys	L649
Kap 17	HAS_CHARACTER	Lex	L649
Kap 17	HAS_SENSORIK	Licht durch enge Architektur, Wärme durch Betäubung	L653
Kap 17	HAS_GENESIS_ECHO	Wächterin als beginnende Pursuit — aktive Bezeugung statt Wegschauen.	L653
Kap 17	HAS_TONALE_ACHSE	Liebe als Mut zum Ansehen; Schmerz als Material.	L653
Kap 18	HAS_TITLE	Z2-Destabilisierung + Genesis-Flashback (Cluster-Bildung)	L659
Kap 18	HAS_POV	Kael (multi-alter, dyssynchron) + Genesis-Flashback-Stimme	L661
Kap 18	HAS_STORYFORM	A‖B	L661
Kap 18	HAS_BRIDGE	Bridge (Genesis-Flashback-Cluster Beginn)	L661
Kap 18	HAS_A	MC-Concern Memory unter Stress — Multi-Welten-Aufgabe scheitert	L665
Kap 18	HAS_B	OS-S2 (B) — AEGIS' Topologie-Manipulation sichtbar; AEGIS lernt Kael präziser	L665
Kap 18	HAS_PLOT_BEATS	Kael versucht eine komplexe Aufgabe über mehrere Kernwelten zu lösen. Cache-Konflikt zwischen Anteilen. Erster Genesis-Flashback (Bridge): Cluster-Bildung. Kael	L669
Kap 18	HAS_CHARACTER	Kael	L673
Kap 18	HAS_CHARACTER	Lex	L673
Kap 18	HAS_CHARACTER	Alex	L673
Kap 18	HAS_CHARACTER	Rhys	L673
Kap 18	HAS_CHARACTER	Nyx	L673
Kap 18	HAS_CHARACTER	Lia	L673
Kap 18	HAS_CHARACTER	AEGIS	L673
Kap 18	HAS_CHARACTER	Genesis-Flashback-Stimme	L673
Kap 18	HAS_SENSORIK	asynchrone Sensorik, Glitch-Texturen, Räume die nicht zueinander passen	L677
Kap 18	HAS_GENESIS_ECHO	direkter Flashback (markiert).	L677
Kap 18	HAS_TONALE_ACHSE	Schmerz fragmentiert; Liebe als Echo durch die Bruchlinie.	L677
Kap 19	HAS_TITLE	Z2-Reaktion + AEGIS-Intervention	L683
Kap 19	HAS_POV	Kael, AEGIS-Log direkter	L685
Kap 19	HAS_STORYFORM	A‖B	L685
Kap 19	HAS_BRIDGE	Bridge (AEGIS-POV-Mikroszene)	L685
Kap 19	HAS_A	MC-Issue — Systemlüge wird klarer benannt; Avoidance als Falsehood erkennbar	L689
Kap 19	HAS_B	OS-S2 (B) Learning — AEGIS' Erasure-Logik tritt offen auf; Action-Driver greift härter	L689
Kap 19	HAS_PLOT_BEATS	AEGIS bemerkt Kaels wachsende Kohärenz und versucht aktiv, sie zu stören — neue Regeln, widersprüchliche Informationen. KI-Ethik-Kalkül als offene Stimme. Mnemo	L693
Kap 19	HAS_CHARACTER	Kael	L697
Kap 19	HAS_CHARACTER	AEGIS	L697
Kap 19	HAS_CHARACTER	Mnemosyne	L697
Kap 19	HAS_CHARACTER	Echos von Juna	L697
Kap 19	HAS_SENSORIK	KI-Ethik-Kalkül, kalte Stimme, Logik die wie Schnitt funktioniert	L701
Kap 19	HAS_GENESIS_ECHO	Klick-Motiv — AEGIS' Logik-Klick als Echo des Trennungsprotokoll-Klicks aus Kap 0.	L701
Kap 19	HAS_TONALE_ACHSE	Schmerz als kalter Schnitt; Liebe als Erinnerung an die Wächterin.	L701
Kap 20	HAS_TITLE	Z2-Korrektur: Lyons-Kreativität	L707
Kap 20	HAS_POV	Kael (kreativ-polyphon, Wir wagt Neues)	L709
Kap 20	HAS_STORYFORM	A	L709
Kap 20	HAS_BRIDGE	Default	L709
Kap 20	HAS_A	MC-Solution Pursuit — erste bewusste Bewegung, aktiv neue Wege suchen	L713
Kap 20	HAS_B	latent	L713
Kap 20	HAS_PLOT_BEATS	Kael nutzt fluide Regeln (Lyons-Welt, KW4-Vorgriff) um AEGIS' Interventionen kreativ zu umgehen. Emergenz als Mechanik. Kreatives Wir-Handeln statt reflexhaftes	L717
Kap 20	HAS_CHARACTER	Kael	L721
Kap 20	HAS_CHARACTER	Selene als Vermittlerin	L721
Kap 20	HAS_SENSORIK	fluide Regeln, Emergenz-Texturen, eine Kernwelt die mit-denkt	L725
Kap 20	HAS_GENESIS_ECHO	Lyons-Welt = Echo der vor-Trennungs-Schöpferkraft.	L725
Kap 20	HAS_TONALE_ACHSE	Liebe als Erfindung; Schmerz als Treibstoff der Erfindung.	L725
Kap 21	HAS_TITLE	Z3-Destabilisierung + Genesis-Flashback (Trennungsprotokoll)	L731
Kap 21	HAS_POV	Kael (grenzbewusst), Juna-Echo, Genesis-Flashback-Stimme	L733
Kap 21	HAS_STORYFORM	A‖B	L733
Kap 21	HAS_BRIDGE	Bridge (Genesis-Flashback Mitte)	L733
Kap 21	HAS_A	MC-Concern Memory — Ontologie-Tiefe wird erfahrbar; Junas Präsenz wächst	L737
Kap 21	HAS_B	RS-S2 (B) Conceiving — AEGIS reformuliert Kael als unkontrollierbar	L737
Kap 21	HAS_PLOT_BEATS	Kael testet bewusst die Grenzen der Simulation. Spürt das Potentialmeer, AEGIS' Verletzlichkeit. Zweiter Genesis-Flashback (Bridge): Trennungsprotokoll. Kael be	L741
Kap 21	HAS_CHARACTER	Kael	L745
Kap 21	HAS_CHARACTER	Juna	L745
Kap 21	HAS_CHARACTER	AEGIS	L745
Kap 21	HAS_CHARACTER	Genesis-Flashback-Stimme	L745
Kap 21	HAS_CHARACTER	Silas	L745
Kap 21	HAS_SENSORIK	Membran-Wahrnehmung, Vibrieren, eine Grenze die nicht aus Material ist	L749
Kap 21	HAS_GENESIS_ECHO	direkt — Trennungsprotokoll als Flashback.	L749
Kap 21	HAS_TONALE_ACHSE	Schmerz als Substanz; Liebe als das, wonach er greift.	L749
Kap 22	HAS_TITLE	Z3-Reaktion + Genesis-Flashback (Komp 734)	L755
Kap 22	HAS_POV	Kael, AEGIS dominant, Genesis-Flashback-Stimme	L757
